,post_type,post_status,post_id,custom_todofuken_no,tax_todofuken,custom_sortorder,post_title,custom_postalcode,custom_address,custom_memo_available_datetime,custom_phone,custom_website,tax_is_open_sunday,tax_is_open_holiday,社内メモ,追加日
,medical-institution,publish,77700113,1,北海道,1,おたるレディースクリニック,047-0032,小樽市稲穂4丁目1番7号,"月･木9:00～12:00、14:00～17:00火･金9:00～12:00、14:00～19:00水9:00～12:00
土9:00～14:00",0134-25-0303,www.otaru-ladies.com,,,,
,medical-institution,publish,77700114,1,北海道,1,函館中央病院,040-8585,函館市本町33番2号,平日  9:00~17:00  土曜  9:00~13:00,0138-52-1231,http://www.chubyou.com/,,,,
,medical-institution,publish,77700115,1,北海道,1,秋山記念病院,041-0802,函館市石川町41番地9,平日9:00-17:30土9:00-13:30日祝 9:30-11:30,0138-46-6660,http://akiyama.hakodate.jp/,△,△,,
,medical-institution,publish,77700116,1,北海道,1,市立函館病院,041-8680,函館市港町1丁目10番1号,平日8:30-11:30,0138-43-2000,http://www.hospital.hakodate.hokkaido.jp,,,,
,medical-institution,publish,77700117,1,北海道,1,共愛会病院,040-8577,函館市中島町7番21号,平日9:00-11:30/13:00-16:00土9:00-11:30,0138-51-2111,http://www.kyoaikai-hosp.com/,,,,
,medical-institution,publish,77700118,1,北海道,1,岡和田産婦人科医院,040-0072,函館市亀田町20番14号,月火木金9:00-16:30水土9:00- 11:30,0138-42-5588,,,,,
,medical-institution,publish,77700119,1,北海道,1,三浦レディースクリニック,040-0011,函館市本町20番1号,"月火木金9:00-12:00/14:00-17:30
水土9:00-12:00",0138-51-2357,,,,,
,medical-institution,publish,77700120,1,北海道,1,医療法人社団藤松産婦人科医院,041-0852,函館市鍛治2丁目24番5号,"月火金9:00-12:00/14:00-17:00
水 9:00-12:00/14:00-18:00
木土9:00-12:00",0138-55-2280,,,,,
,medical-institution,publish,77700121,1,北海道,1,"医療法人社団陵仁会えんどう桔梗マタニティークリ
ニック",041-0808,函館市桔梗5丁目7番15号,365日24時間,0138-47-3001,http://www.endo-kikyo.or.jp,◯,◯,,
,medical-institution,publish,77700122,1,北海道,1,医療法人社団産科婦人科白鳥クリニック,040-0082,函館市白鳥町13番18号,"月火木金9:00-12:00/14:00-17:45
水8:00-11:30午後休診土9:00- 12:00午後休診",0138-44-5588,http://www1.ncv.ne.jp/~swan5588/,,,,
,medical-institution,publish,77700123,1,北海道,1,医療法人社団明誠会こじま産婦人科,041-0832,函館市神山1丁目12番9号,平日10:00-18:00土日10:00-12:00,0138-55-5252,http://kojima-ml.com,△,,,
,medical-institution,publish,77700124,1,北海道,1,湯の川女性クリニック,042-0932,函館市湯川町2丁目17番18号,"（祝日を除く）
月火水金9:00- 12:00/14:00-18:00
木土9:00-12:00",0138-59-0006,http://www.yunokawa-jc.com,,,,
,medical-institution,publish,77700125,1,北海道,1,産婦人科ほんどおりクリニック,041-0851,函館市本通1丁目44番10号,"月火木10:00-12:30/14:00-17:30水10:00-12:30/14:00-17:30
※第2，第4水曜は午後手術日
※第5水曜は16:30最終受付
金10:00-12:30午後手術日
土10:00-12:30午後休診",0138-31-5855,,,,,
,medical-institution,publish,77700126,1,北海道,1,宮の沢スマイルレディースクリニック,063-0061,札幌市西区西町北20丁目2-12  SR宮の沢メディカルⅡビル2階,月・金  9:00～17:00火・木  9:00～20:00水・土  9:00～12:00,011-590-1213,https://www.miyanosawa-smile-lc.co,,,,
,medical-institution,publish,77700127,1,北海道,1,苫小牧市立病院,053-0034,苫小牧市清水町1丁目5番20号,平日８時４５分～１７時１５分,0144-33-3131,http://www.city.tomakomai.hokkaido.jp/hospital/,,,,
,medical-institution,publish,77700128,2,青森,1,(一財)双仁会青森厚生病院,038-0042,青森市大字新城字山田488-1,月・水・木・金  8:30～12:00,017-788-3121,http://www.soujinkai-kousei.jp,,,,
,medical-institution,publish,77700129,2,青森,1,エフ．クリニック,030-0843,青森市浜田三丁目3-7,平日 9:00～18:00土 9:00～13:00,017-729-4103,https://efclinic.com,,,,
,medical-institution,publish,77700130,2,青森,1,協立クリニック,030-0847,青森市東大野二丁目2-2,平日 9:00～12:00,017-762-5511,https://www.aomori-h-coop.com/kyoritsu/,,,,
,medical-institution,publish,77700131,2,青森,1,田中産婦人科クリニック,030-0966,青森市花園一丁目7-13,"平日 9:00～18:00
水・土 9:00～12:00",017-744-4103,,,,,
,medical-institution,publish,77700132,2,青森,1,千歳産婦人科医院,030-0861,青森市長島三丁目12ー6,"平日 9:00～12:00、14:00～18:00
木・土 9:00～12:00
基本的に外来診療時間内
その他は連絡してから指示を受ける",017-776-2893,,,,,
,medical-institution,publish,77700133,2,青森,1,レディスクリニックセントセシリア,030-0944,青森市大字筒井字八ッ橋95-12,"平日 9:00～12:30、15:00～18:30
（木曜午後休診）土 9:00～15:00",017-738-0321,https://cecilia3.com/,,,,
,medical-institution,publish,77700134,2,青森,1,独立行政法人国立病院機構弘前病院,036-8545,弘前市大字富野町1,常時対応,0172-32-4311,http://hirosaki.hosp.go.jp,◯,◯,,
,medical-institution,publish,77700135,2,青森,1,津軽保健生活協同組合健生病院,036-8511,弘前市大字扇町二丁目2-2,"24時間
※ただし、婦人科受付時間（平日9:00～ 11:00）以外はERで薬の処方のみ対応。",0172-55-7717,https://www.kensei-hp.jp,◯,◯,,
,medical-institution,publish,77700136,2,青森,1,いちろうクリニック,036-8082,弘前市大字早稲田四丁目1-5,"月～金 9:00～11:30、14:00～17:30
土 9:00～11:30、13:00～14:30
木・日・祝日 休診（変更になる場合あり）",0172-26-1692,,,,,
,medical-institution,publish,77700137,2,青森,1,しらとりレディスクリニック,036-8154,弘前市大字豊原二丁目1-2,"土 10:30～12:00
月～金 16:00～19:00（木曜 17:00～19:00）
その他時間外等については電話対応により随",0172-33-2822,http://www.r20.7-dj.com/~ych5s/,,,,
,medical-institution,publish,77700138,2,青森,1,医療法人施仁会ゆざわ産婦人科クリニック,036-8183,弘前市大字品川町48-1,"平日 8:00～21:00
土日も同じ。他の時間帯も電話連絡で対応可",0172-35-4635,www.sakurac.com/,,,,
,medical-institution,publish,77700139,2,青森,1,弘前レディスクリニック,036-8004,"弘前市大字駅前町8-1弘前駅前地区共同ビル
3F","平日 9:00～12:00、14:00～18:00
水・土 9:00～12:00",0172-35-2110,oc-hirosaki.com/hlc-uer2.html,,,,
,medical-institution,publish,77700140,2,青森,1,藤盛医院,036-8183,弘前市大字品川町27-1,24時間対応,0172-32-0974,https://fujiobgy.com/,◯,◯,,
,medical-institution,publish,77700141,2,青森,1,メーラ・レディスクリニック,036-8343,弘前市大字東長町60-2,"月・火・木・金 8:30～18:30水 8:30～12:30
土 8:30～16:30",0172-31-1882,http://mela-lc.com/,,,,
,medical-institution,publish,77700142,2,青森,1,黒石市国保黒石病院,036-0541,黒石市北美町一丁目70,"平日 8:30～11:30（外来で対応）
※時間外、休日、夜間は事前に電話相談",0172-52-2121,http://hospital-kuroishi.jp,,,,
,medical-institution,publish,77700143,2,青森,1,(一財)双仁会黒石厚生病院,036-0351,黒石市黒石字建石9-1,"平日 9:00～12:30 / 13:30～16:00
土曜日　9:00～12:00（第二・第四週は休診）",0172-52-4121,Soujinkai-kousei.jp/kuroisi,,,,
,medical-institution,publish,77700144,2,青森,1,レディス・みかみクリニック,036-0367,黒石市前町49,平日 9:00～12:10、14:00～18:00土 9:00～12:00,0172-52-8618,http://ladies-mikamiclinic.com/,,,,
,medical-institution,publish,77700145,2,青森,1,医療法人一松堂医院,031-0087,八戸市朔日町37,月・火・木・金 9:00～17:30水・土 9:00～11:30,0178-22-0025,http://www.isshoudoutaneichi.com/,,,,
,medical-institution,publish,77700146,2,青森,1,倉本クリニック  婦人科・産科,031-0044,八戸市廿六日町3,月・火・木・金 9:00～12:00、14:00～18:00水・土 9:00～12:00,0178-73-2399,https://itp.ne.jp/info/024111705134140380/,,,,
,medical-institution,publish,77700147,2,青森,1,柏崎メディカルクリニック,031-0081,八戸市柏崎3丁目7-18,"月～土 9:00～12:00
月・火・水・金 14:00～18:00土曜（第2、4）13:00～15:00",0178-45-7777,https://www.k-medical.jp,,,,
,medical-institution,publish,77700148,2,青森,1,たけうちマザーズクリニック,039-1165,八戸市石堂4丁目15-10,月・火・木・金 9:00～12:30、15:00～18:00水・土 9:00～12:30,0178-20-6556,http://takeuchi-m.byoinnavi.jp/pc/index.html,,,,
,medical-institution,publish,77700149,2,青森,1,西村産婦人科クリニック,031-0802,八戸市小中野4丁目8-18,"平日 9:00～11:00、14:30～16:30
水・土 9:00～11:00",0178-22-3901,http://www.dr-nishimura.com/,,,,
,medical-institution,publish,77700150,2,青森,1,八戸クリニック,031-0081,八戸市柏崎1丁目8-32,365日  24時間対応,0178-22-7725,http://www.hachinohe-clinic.com/index.php,◯,◯,,
,medical-institution,publish,77700151,2,青森,1,麻美レディースクリニック,039-1166,八戸市根城5丁目1-2,"月・火・水・金 9:00～12:00、14:30～18:00木 9:00～11:30
土 9:00～11:30",0178-80-7123,http://www.mami-ladies.jp/,,,,
,medical-institution,publish,77700152,2,青森,1,苫米地レディースクリニック,039-1167,八戸市沢里字沢内36-1,"月・火・水・金 9:00～12:00、14:30～18:00木 9:00～12:00
土 9:00～12:00",0178-47-5651,http://www.tomabechi-ladys.jp/,,,,
,medical-institution,publish,77700153,2,青森,1,国保五戸総合病院,039-1517,五戸町字沢向17-3,平日 8:45～16:00,0178-61-1200,https://www.town.gonohe.aomori.jp/sogobyoin/,,,,
,medical-institution,publish,77700154,2,青森,1,三戸町国保三戸中央病院,039-0141,三戸町大字川守田字沖中9-1,"月 8:15～11:30
火 8:15～11:30、12:30～15:00",0179-20-1131,https://hospital.town.sannohe.aomori.jp/,,,,
,medical-institution,publish,77700155,2,青森,1,つがる西北五広域連合つがる総合病院,037-0074,五所川原市字岩木町12番地3,平日 8:00～17:00,0173-35-3111,http://www.tsgren.jp/tsugaru-general-hospital/,,,,
,medical-institution,publish,77700156,2,青森,1,安斎レディスクリニック,037-0016,五所川原市字一ツ谷536-18,平日 8:30～17:30土 8:30～12:00,0173-33-1103,,,,,
,medical-institution,publish,77700157,2,青森,1,エルム女性クリニック,037-0036,五所川原市中央四丁目93番地,"月～木9:30～12:00、14:00～17:00金 9:30～12:00、14:30～17:00
水 9:30～12:00
土 9:30～12:30",0173-38-4188,http://elm-j-clinic.com/,,,,
,medical-institution,publish,77700158,2,青森,1,加藤レディースクリニック,038-3142,つがる市木造赤根13-143,"平日 8:30～17:30
木・土 8:30～11:30
休診日 日・祝、木・土（午後）",0173-26-7068,https://katohlc.com/,,,,
,medical-institution,publish,77700159,2,青森,1,十和田市立中央病院,034-0093,十和田市西十二番町14-8,平日 8:30～17:00,0176-23-5121,http://www.hp-chuou-towada.towada.aomori.jp,,,,
,medical-institution,publish,77700160,2,青森,1,しんクリニック産婦人科・皮ふ科,034-0037,十和田市穂並町10-12,月・火・木・金 9:00～12:00、14:00～17:30水・土 9:00～12:00,0176-22-7711,,,,,
,medical-institution,publish,77700161,2,青森,1,公立野辺地病院,039-3141,野辺地町字鳴沢9-12,対応時間なし（緊急避妊への対応不可）,0175-64-3211,http://hospital-noheji-aomori.jp,,,,
,medical-institution,publish,77700162,2,青森,1,むつ総合病院,035-0071,むつ市小川町一丁目2-8,"平日 8:30～17:00
その他の時間でも適宜対応",0175-22-2111,http://www.hospital-mutsu.or.jp,,,,
,medical-institution,publish,77700163,2,青森,1,医療法人白心会北村医院むつレディスクリニック,035-0031,むつ市柳町一丁目9-55,"月～木 9:00～18:30金 9:00～17:00
土 9:00～13:00",0175-22-2135,,,,,
,medical-institution,publish,77700164,2,青森,1,中央レディスクリニック,035-0073,むつ市中央二丁目5番5号,"平日 8:30～18:00
木・土 8:30～12:00",0175-24-3151,http://www.chuo-ladies.jp/,,,,
,medical-institution,publish,77700165,3,岩手,1,岩手県立中央病院,020-0066,盛岡市上田1丁目4番1号,終日,019-653-1151,http://www.chuo-hp.jp/,◯,◯,,
,medical-institution,publish,77700166,3,岩手,1,西島産婦人科,020-0066,盛岡市上田一丁目19-11,月･火･水･金9:00-18:00木･土9:00-12:00,019-624-5855,―,,,,
,medical-institution,publish,77700167,3,岩手,1,医療法人一舟会 みうら産婦人科医院,020-0855,盛岡市上鹿妻田貝11番地1,"月･火･木･金8:30-12:30、14:00-18:00水8:30-12:30
土8:30-13:00",019-658-1139,,,,,
,medical-institution,publish,77700168,3,岩手,1,今井産婦人科内科クリニック,020-0877,盛岡市下ノ橋町1-5,"月～金曜日：9：00-12：30、 14：30-18：30
土曜日：9：00-14：00",019-623-4881,http://www.imai-clinic-morioka.com/,,,,
,medical-institution,publish,77700169,3,岩手,1,産婦人科内科幸クリニック,020-0021,盛岡市中央通一丁目5番18号,"月･火･木･金9:00-18:00水15:00-18:00
土9:00-13:00",019-625-1103,―,,,,
,medical-institution,publish,77700170,3,岩手,1,盛岡友愛病院,020-0834,盛岡市永井12-10,"平日9:00-15:30
土曜(第1･3･5）9:00-11:00",019-638-2222,http://www.yu-ai.net/,,,,
,medical-institution,publish,77700171,3,岩手,1,社団医療法人啓愛会孝仁病院,020-0052,盛岡市中太田泉田28番地,"月･火･金8:30-11:30
水8:30-11:30、13:00-16:30
(但し第4週休診)
土8:30-11:30，13:00-16:30",019-656-2888,http://www.kojin-hp.jp/,,,,
,medical-institution,publish,77700172,3,岩手,1,夕顔瀬内科産婦人科医院,020-0064,盛岡市梨木町6-12,平日9:00-12:30、14:15-18:00土曜9:00-13:00,019-622-6519,http://www.yuugaoseclinic.com/,,,,
,medical-institution,publish,77700173,3,岩手,1,"医療法人
さいとうレディスクリニック",020-0033,盛岡市盛岡駅前北通3-33,"月･木10:00-13:00、16:00-18:45
火･水･金･土10:00-13:00 (第2･4土･日･祝日  休診)",019-621-3555,https://saito-ledies.jp/,,,,
