"id","name","postalcode","address_todofuken","address_shikuchoson","address","shikuchosonCode","phone","website","openinghours"
,"医療法人社団 あいウイメンズクリニック","130-0013","東京都","墨田区","墨田区錦糸1-5-14 サンヨー堂錦糸ビル3F","13107","03-3829-2522","https://www.ai-w.com/","月・火・水・金 10:00-12:30 15:00-18:00"
,"大倉医院","131-0031","東京都","墨田区","墨田区墨田1-10-4","13107","03-3611-4077","https://www.doctors-search.com/c-sumida/okuraiin/","平日 9:00-13:00 16:00-19:00土   9:00-13:00"
,"あんずレディースクリニック","130-0001","東京都","墨田区","墨田区吾妻橋2-3-9 ノエルビル2F","13107","03-6456-1682","http://www.anzu-ladies.com/","月・火・木・金 10:00-12:30 15:00-18:30土 9:00-12:30"
,"柳瀬クリニック","136-0076","東京都","江東区","江東区南砂7-1-25 南砂公園ガーデニア206号","13108","03-3644-1971","","月・火・木・金 9:00-11:30 15:00-18:00土 9:00-13:30"
,"北砂クリニック","136-0073","東京都","江東区","江東区北砂2-14-20","13108","03-3640-5341","","平日 9:00-18:30土   9:00-12:30"
,"百合レディスクリニック","136-0071","東京都","江東区","江東区亀戸4-18-4 亀戸メディカルビル5F","13108","03-5627-3811","http://www2.odn.ne.jp/yuricl","月・火・木・金 9:30-12:30 15:00-18:00第2・4・5土   9:30-12:30"
,"医療法人社団理仁会ツインタワーすみとしクリニック","135-0002","東京都","江東区","江東区住吉1-19-1 ツインタワーすみとし住吉館204","13108","03-3635-0010","http://36350010.com/","月・火・木・金 9:30-12:30 15:00-18:30水 9:00-12:30 土 10:00-13:00"
,"こさかレディースクリニック","135-0004","東京都","江東区","江東区森下1-12-12","13108","03-5638-6730","https://www.kosaka2014.jp/","平日 8:30-12:00 14:30-17:30土   8:30-12:00  木 休診"
,"医療法人社団東壽会 東峯婦人クリニック","135-0042","東京都","江東区","江東区木場5-3-10 東寿会ビル本館","13108","03-3630-0303","","平日 9:00-11:30 13:30-17:00土   9:00-12:00 13:30-15:30"
,"東陽すずらんレディースクリニック","135-0016","東京都","江東区","江東区東陽4-8-21 TSK第2ビル3F","13108","03-5926-5688","","月・火・木・金・土 10:00-12:30月・火・木・金   15:30-19:00 予約制"
,"江クリニック","141-0032","東京都","品川区","品川区大崎5-7-14 五反田ロイヤルハイツ101","13109","03-3491-3073","","月・火 9:00-13:30  水・金 15:00-18:30土 9:00-13:30"
,"不動前レディースクリニック","141-0031","東京都","品川区","品川区西五反田5-11-13","13109","03-3779-8711","https://fudomae.webnode.jp/","月・火・水・木・金・土 10:00-13:00月・火・木・金      15:00-19:00"
,"らんレディースクリニック","141-0001","東京都","品川区","品川区北品川6-5-27 セントラル品川御殿山6F","13109","03-5792-5617","https://www.ran-ladies.com/","月・火・木・金 9:30-12:30 14:00-17:30土  9:30-14:00"
,"さがらレディスクリニック","141-0021","東京都","品川区","品川区上大崎3-14-35 山手ビル1F","13109","03-5793-1400","https://sagara-clinic.com/","月・金 9:00-12:00 14:00-17:30水 14:00-17:30 木 9:00-12:30"
,"角レディースクリニック","140-0011","東京都","品川区","品川区東大井5-2-3おおい元気館302","13109","03-5715-3883","","平日 9:30-12:30 15:00-18:00土  9:30-12:30"
,"医療法人社団雙葉会 はなおかレディースクリニック","140-0003","東京都","品川区","品川区南大井6-17-15 第二タジマビル3F","13109","03-5767-5285","https://www.hanaoka-ladiescclinic.com/","月・水・木・金 9:30-13:00 月 16:00-19:00水・木・金 15:00-19:00 土 9:30-16:00予約制"
,"医療法人社団JSK 田中レディスライフクリニック","153-0063","東京都","目黒区","目黒区目黒3-10-2","13110","03-3793-1997","https://tanaka-ladies.com/","平日 9:30-12:00 15:00-18:30土   9:30-13:30"
,"中目黒レディースクリニック","153-0051","東京都","目黒区","目黒区上目黒1-16-8 クリスタルビル2F","13110","03-3760-4664","https://www.nakameguro-lc.com/","月・火・木・金 9:30-18:00土      9:30-12:30"
,"森田レディスクリニック","153-0061","東京都","目黒区","目黒区中目黒1-1-18 イーストヒル2F","13110","03-3760-0256","morita-ic.com","月・火・水・金 9:30-17:30木・土      9:30-12:30"
,"医療法人社団晴晃会 育良クリニック","153-0051","東京都","目黒区","目黒区上目黒1-26-1 中目黒アトラスタワー4階・5階","13110","03-3792-4103","https://www.ikuryo.or.jp/","平日 9:00-18:00  土 9:00-16:00日   9:00-11:00"
,"磯村クリニック","152-0023","東京都","目黒区","目黒区八雲1-10-17","13110","03-3723-8841","www.is-clinic.com","月・金 9:00-12:00 15:00-18:00火・木 15:00-18:00 土 9:00-12:30"
,"医療法人社団七花会 平田クリニック","152-0032","東京都","目黒区","目黒区平町1-26-20","13110","03-3717-7256","http://www.hi-gym.jp","月・水・木・金 9:00-13:00 15:00-19:00火  9:00-13:00土  9:00-13:00  15:00-17:00"
,"イノウユキコ婦人クリニック","152-0001","東京都","目黒区","目黒区中央町1-8-15 アパートメントイラカ1階","13110","03-3760-0810","https://www.inou-cl.com/","月・火・水・金 10:00-11:30 15:00-18:30土  10:00-11:30"
,"医療法人社団 徳真会 とくおかレディースクリニック","152-0031","東京都","目黒区","目黒区中根1-3-1 三井住友銀行都立大学駅前ビル6F","13110","03-5701-1722","http://www.tokuoka-ladies.com","月・火・水・金 10:00-13:00 15:00-19:00土  9:00-12:00"
,"桜ウィメンズクリニック","152-0004","東京都","目黒区","目黒区鷹番2-15-18 パル学芸大1F","13110","03-5720-5121","https://sakura-w.jp/","火・水・木・金 9:00-16:30土 9:00-14:00 (第1婦人科休診)"
,"祐天寺ウィメンズヘルスクリニック","153-0052","東京都","目黒区","目黒区祐天寺2-7-23 ラポルト祐天寺202","13110","03-5708-5081","https://satoh-womenshealth.com/","月・火 8:00-12:30 15:00-18:00木 9:00-12:30 15:00-19:30金 9:00-12:30 15:00-19:00"
,"自由が丘ちあきレディースクリニック","152-0034","東京都","目黒区","目黒区緑が丘2-24-15 コリーヌ自由が丘EST1階B","13110","03-3723-1117","https://chiaki-lc.jp","平日 9:30-12:30 15:00-18:30土 9:30-13:00"
,"医療法人社団香潤会 かおりレディースクリニック","152-0004","東京都","目黒区","目黒区鷹番3-11-8 コート鷹番2F","13110","03-5704-2856","https://www.kaori-lc.jp/","平日 10:00-13:00 15:00-17:30土 10:00-13:00 15:00-17:30 第2土 10:00-12:30"
,"産婦人科野口医院","143-0016","東京都","大田区","大田区大森北4-25-5","13111","03-3761-1331","www.myclinic.ne.jp〉noguchi","月・火・木・金 9:00-12:00 16:00-19:00土     9:00-12:00"
,"医療法人社団松英会 馬込中央診療所","143-0027","東京都","大田区","大田区中馬込1-5-8","13111","03-3775-5631","http://www.shoeikai.com/shinryo/sanfujinka/","月・水・木 9:00-17:30 金 14:00-17:30第1・3・5土 9:00-12:30"
,"久が原産婦人科","145-0074","東京都","大田区","大田区東嶺町29-11","13111","03-3755-0303","","平日 9:00-18:00土   9:00-12:00"
,"永石医院","145-0066","東京都","大田区","大田区南雪谷2-10-2","13111","03-3728-0345","http://www.nagaishi-iin.com","月曜日9:00-12:00水曜日9:00-12:00  15:00-19:00金曜日13:00-16:00"
,"塩口産婦人科医院","146-0091","東京都","大田区","大田区鵜の木2-16-10","13111","03-3758-3660","www.shioguchi-obgyn.com","月・火・水・木・金・土 9:00-11:30月・火・木・金 15:00-18:00"
,"梅屋敷産婦人科","144-0052","東京都","大田区","大田区蒲田2-5-10","13111","03-3732-3456","","金 14:00-18:00 土 9:00-13:00"
,"医療法人社団月陽会 萩中診療所","144-0047","東京都","大田区","大田区萩中2-9-15","13111","03-3742-2477","https://haginaka-clinic.com","月 9:00-11:30  木 9:30-12:00火・木・土 9:00-12:00金 9:00-12:00 13:00-17:00"
,"医療法人社団暁明会 井上メディカルクリニック","146-0092","東京都","大田区","大田区下丸子4-21-13  プレイスモール2F","13111","03-3756-6278","http://www.kyomeikai-imc.com","月・火・水・金 10:00-13:0015:00-18:30土 10:00-15:00"
,"としこレディースクリニック","144-0052","東京都","大田区","大田区蒲田5-40-7 大塚ビル2F","13111","03-5711-7373","www.toshiko-lc.com","月・火・木・金・土 10:00-18:00水・日・祝      休診"
,"医療法人社団善方会 田園調布オリーブレディースクリニック","145-0071","東京都","大田区","大田区田園調布2-40-19 フォースDC2F","13111","03-3721-8008","https://olive-lc.com/","月 10:00-13:00 15:00-18:00 火 10:00-13:00水・木・金 10:00-13:00 15:00-19:00土 10:00-13:00"
,"医療法人社団一生会 平和島レディースクリニック","143-0016","東京都","大田区","大田区大森北6-26-28 GOGOクリニックビル5F","13111","03-5763-0888","http://www.heiwajima-ladies.com/","月・火・木 10:00-20:00水・金    10:00-17:00"
,"医療法人社団BOH 伊藤メディカルクリニック","144-0052","東京都","大田区","大田区蒲田5-27-10 蒲田TKビル3F","13111","03-3731-2122","https://www.ito-medical.com","平日 9:30-17:00 土 9:00-15:00"
,"とちぎクリニック","143-0023","東京都","大田区","大田区山王2-19-8","13111","03-3777-7712","http://www.tochigiclinic-com","月・火・木・金 9:30-18:00 土  9:30-12:30"
,"医療法人社団 高愛会 大鳥居医院","144-0034","東京都","大田区","大田区西糀谷3-8-16","13111","03-3741-0118","https://ootorii-iin.or.jp","月・火・水・金 9:00-12:00 15:00-17:00木・土  9:00-12:00"
,"医療法人社団鶴松会 成城松村クリニック","157-0073","東京都","世田谷区","世田谷区砧8-23-3","13112","03-5727-0878","https://www.seijo-keikoclub.com/","月・火・木 9:30-12:30 14:30-18:00金 9:30-12:30 土9:30-12:30 13:30-17:00"
,"医療法人社団 ローズレディースクリニック・2nd","158-0082","東京都","世田谷区","世田谷区等々力2-18-11","13112","03-3703-5511","http://www.roseladiesclinic.jp","月~土 9:30-17:00"
,"三宅宮コパレディースクリニック","158-0093","東京都","世田谷区","世田谷区上野毛3-23-22","13112","03-3702-5800","","月火金 11時から14時、15時から19時水 14時から19時土 11時から14時"
,"三軒茶屋ペルソナレディースクリニック","154-0004","東京都","世田谷区","世田谷区太子堂4-26-12 くらしの友三軒茶屋ビル5F","13112","03-5779-4888","https://persona-ladies.com/","月・水・木・土 10:00-13:00 15:00-19:00火 16:00-20:00 日 9:00-13:00"
,"医療法人社団十進会 波平レディスクリニック","156-0052","東京都","世田谷区","世田谷区経堂2-17-1","13112","03-5477-0236","","月・火・水・木・金・ど 9:00-12:00 14:30-19:00"
,"藤田医院","158-0085","東京都","世田谷区","世田谷区玉川田園調布1-8-1","13112","03-3721-0611","https://www.sanfujinka-navi.ne.jp/hospital.php?hid=46","火・木・金 9:00-12:00 14:00-16:0016:00-18:00(予約) 土  9:00-12:00"
,"医療法人社団ウィング にしなレディースクリニック","158-0097","東京都","世田谷区","世田谷区用賀4-5-20 アドバンス高荒2F","13112","03-5797-3247","www.nishina-clinic.com","平日 10:00-19:00土   10:00-13:00"
,"用賀レディースクリニック","158-0098","東京都","世田谷区","世田谷区上用賀3-8-11","13112","03-5491-5137","http://www.llyoga-lady.com","平日 9:30-19:00"
,"ナガイクリニック","158-0083","東京都","世田谷区","世田谷区奥沢5-19-14","13112","03-5731-9557","www.drnagais-clinic.com","平日・土・日・祝 10:00-18:00予約制"
,"医療法人社団ひつじ会三軒茶屋メリーレディースクリニック","154-0004","東京都","世田谷区","世田谷区太子堂2-15-1 野村三軒茶屋ビル2F","13112","03-5433-1162","http://merry-ladies-clinic.com/","平日 9:30-19:00土   9:00-12:30"
,"医療法人社団藤慶会 藤沢クリニック","157-0067","東京都","世田谷区","世田谷区喜多見8-18-10 小泉ビル1F","13112","03-5727-1212","https://fujisawa-clinic.com/","平日 9:00-17:30土   9:00-12:00"
,"成城マタニティクリニック","157-0066","東京都","世田谷区","世田谷区成城1-1-2","13112","03-5727-5335","https://www.seijo-mc.com/","月・火・水・金 9:00-17:00土  9:00-12:30"
,"菊池産婦人科","156-0051","東京都","世田谷区","世田谷区宮坂3-29-1","13112","03-3420-0727","https://kikuchisanfujinka.com/sp/index.html","月・火・水・金 9:00-12:00 15:00-18:00土  9:00-12:00 13:00-14:00"
,"こまざわレディースクリニック","154-0012","東京都","世田谷区","世田谷区駒沢1-19-8 アーバネスト駒沢2F","13112","03-6805-2881","www.kpmazawa-ic.com","月・火・水・木 9:00-12:00 15:00-19:00"
,"めぐみウィメンズクリニック","156-0051","東京都","世田谷区","世田谷区宮坂3-13-6 すずらん会館202","13112","03-5426-1177","http://www.megumi-w-clinic.com","平日9:00-11:30,15:00-17:30,土曜 9:00-11:30"
,"池ノ上産婦人科","155-0031","東京都","世田谷区","世田谷区北沢1-41-6","13112","03-3467-4608","https://www.sanfujin.com/","平日 9:00-16:00土   13:30-16:00"
,"依田レディスクリニック","155-0031","東京都","世田谷区","世田谷区北沢2-26-3 小川ビル2階","13112","03-3469-0828","http://www.yoda-clinic.com/","月・火・木・金 10:00-12:30 14:00-17:00土 10:00-12:30 14:00-16:30(午後のみ予約制)"
,"医療法人社団 青木産婦人科医院","156-0044","東京都","世田谷区","世田谷区赤堤5-30-15","13112","03-3327-0702","http://aoki-sanfujinka.jp","月・火・水・金 9:00-11:45 15:00-17:45木・土 9:00-11:45"
,"ユリクリニック","156-0054","東京都","世田谷区","世田谷区桜丘2-25-3","13112","03-3706-8224","","平日 10:00-18:00 土 10:00-12:00"
,"医療法人社団 冬城産婦人科医院","158-0081","東京都","世田谷区","世田谷区深沢6-20-8","13112","03-3701-5681","https://www.fuyukilc.or.jp","月・火・水・金 9:00-12:00 14:00-18:00木・土 9:00-12:00"
,"せきぐちクリニック","156-0055","東京都","世田谷区","世田谷区船橋1-16-1","13112","03-3429-4181","www.sekiguchi-clinic.net","月・火・木・金 8:30-17:30"
,"広尾レディース","150-0013","東京都","渋谷区","渋谷区恵比寿1-12-1 CRD Ebisu-1st 5F","13113","03-5447-2900","http://www.hiroo-ladies.com","平日 10:00-13:00 14:30-19:00土   10:00-14:00"
