custom_website,custom_address,custom_memo_available_datetime,custom_postalcode,custom_phone,post_title,tax_is_open_sunday,tax_is_open_holiday
https://sagara-clinic.com/,品川区上大崎3-14-35 山手ビル1F,月・金 9:00-12:00 14:00-17:30水 14:00-17:30 木 9:00-12:30,141-0021,03-5793-1400,さがらレディスクリニック,×,×
,品川区東大井5-2-3おおい元気館302,平日 9:30-12:30 15:00-18:00土  9:30-12:30,140-0011,03-5715-3883,角レディースクリニック,×,×
https://www.hanaoka-ladiescclinic.com/,品川区南大井6-17-15 第二タジマビル3F,月・水・木・金 9:30-13:00 月 16:00-19:00水・木・金 15:00-19:00 土 9:30-16:00予約制,140-0003,03-5767-5285,医療法人社団雙葉会 はなおかレディースクリニック,×,×
https://tanaka-ladies.com/,目黒区目黒3-10-2,平日 9:30-12:00 15:00-18:30土   9:30-13:30,153-0063,03-3793-1997,医療法人社団JSK 田中レディスライフクリニック,×,×
https://www.nakameguro-lc.com/,目黒区上目黒1-16-8 クリスタルビル2F,月・火・木・金 9:30-18:00土      9:30-12:30,153-0051,03-3760-4664,中目黒レディースクリニック,×,×
morita-ic.com,目黒区中目黒1-1-18 イーストヒル2F,月・火・水・金 9:30-17:30木・土      9:30-12:30,153-0061,03-3760-0256,森田レディスクリニック,×,×
https://www.ikuryo.or.jp/,目黒区上目黒1-26-1 中目黒アトラスタワー4階・5階,平日 9:00-18:00  土 9:00-16:00日   9:00-11:00,153-0051,03-3792-4103,医療法人社団晴晃会 育良クリニック,△,×
www.is-clinic.com,目黒区八雲1-10-17,月・金 9:00-12:00 15:00-18:00火・木 15:00-18:00 土 9:00-12:30,152-0023,03-3723-8841,磯村クリニック,×,×
http://www.hi-gym.jp,目黒区平町1-26-20,月・水・木・金 9:00-13:00 15:00-19:00火  9:00-13:00土  9:00-13:00  15:00-17:00,152-0032,03-3717-7256,医療法人社団七花会 平田クリニック,×,×
https://www.inou-cl.com/,目黒区中央町1-8-15 アパートメントイラカ1階,月・火・水・金 10:00-11:30 15:00-18:30土  10:00-11:30,152-0001,03-3760-0810,イノウユキコ婦人クリニック,×,×
http://www.tokuoka-ladies.com,目黒区中根1-3-1 三井住友銀行都立大学駅前ビル6F,月・火・水・金 10:00-13:00 15:00-19:00土  9:00-12:00,152-0031,03-5701-1722,医療法人社団 徳真会 とくおかレディースクリニック,×,×
https://sakura-w.jp/,目黒区鷹番2-15-18 パル学芸大1F,火・水・木・金 9:00-16:30土 9:00-14:00 (第1婦人科休診),152-0004,03-5720-5121,桜ウィメンズクリニック,×,×
https://satoh-womenshealth.com/,目黒区祐天寺2-7-23 ラポルト祐天寺202,月・火 8:00-12:30 15:00-18:00木 9:00-12:30 15:00-19:30金 9:00-12:30 15:00-19:00,153-0052,03-5708-5081,祐天寺ウィメンズヘルスクリニック,×,×
https://chiaki-lc.jp,目黒区緑が丘2-24-15 コリーヌ自由が丘EST1階B,平日 9:30-12:30 15:00-18:30土 9:30-13:00,152-0034,03-3723-1117,自由が丘ちあきレディースクリニック,×,×
https://www.kaori-lc.jp/,目黒区鷹番3-11-8 コート鷹番2F,平日 10:00-13:00 15:00-17:30土 10:00-13:00 15:00-17:30 第2土 10:00-12:30,152-0004,03-5704-2856,医療法人社団香潤会 かおりレディースクリニック,×,×
www.myclinic.ne.jp〉noguchi,大田区大森北4-25-5,月・火・木・金 9:00-12:00 16:00-19:00土     9:00-12:00,143-0016,03-3761-1331,産婦人科野口医院,×,×
http://www.shoeikai.com/shinryo/sanfujinka/,大田区中馬込1-5-8,月・水・木 9:00-17:30 金 14:00-17:30第1・3・5土 9:00-12:30,143-0027,03-3775-5631,医療法人社団松英会 馬込中央診療所,×,×
,大田区東嶺町29-11,平日 9:00-18:00土   9:00-12:00,145-0074,03-3755-0303,久が原産婦人科,×,×
http://www.nagaishi-iin.com,大田区南雪谷2-10-2,月曜日9:00-12:00水曜日9:00-12:00  15:00-19:00金曜日13:00-16:00,145-0066,03-3728-0345,永石医院,×,×
www.shioguchi-obgyn.com,大田区鵜の木2-16-10,月・火・水・木・金・土 9:00-11:30月・火・木・金 15:00-18:00,146-0091,03-3758-3660,塩口産婦人科医院,×,×
,大田区蒲田2-5-10,金 14:00-18:00 土 9:00-13:00,144-0052,03-3732-3456,梅屋敷産婦人科,×,×
https://haginaka-clinic.com,大田区萩中2-9-15,月 9:00-11:30  木 9:30-12:00火・木・土 9:00-12:00金 9:00-12:00 13:00-17:00,144-0047,03-3742-2477,医療法人社団月陽会 萩中診療所,×,×
http://www.kyomeikai-imc.com,大田区下丸子4-21-13  プレイスモール2F,月・火・水・金 10:00-13:0015:00-18:30土 10:00-15:00,146-0092,03-3756-6278,医療法人社団暁明会 井上メディカルクリニック,×,×
www.toshiko-lc.com,大田区蒲田5-40-7 大塚ビル2F,月・火・木・金・土 10:00-18:00水・日・祝      休診,144-0052,03-5711-7373,としこレディースクリニック,×,×
https://olive-lc.com/,大田区田園調布2-40-19 フォースDC2F,月 10:00-13:00 15:00-18:00 火 10:00-13:00水・木・金 10:00-13:00 15:00-19:00土 10:00-13:00,145-0071,03-3721-8008,医療法人社団善方会 田園調布オリーブレディースクリニック,×,×
http://www.heiwajima-ladies.com/,大田区大森北6-26-28 GOGOクリニックビル5F,月・火・木 10:00-20:00水・金    10:00-17:00,143-0016,03-5763-0888,医療法人社団一生会 平和島レディースクリニック,×,×
https://www.ito-medical.com,大田区蒲田5-27-10 蒲田TKビル3F,平日 9:30-17:00 土 9:00-15:00,144-0052,03-3731-2122,医療法人社団BOH 伊藤メディカルクリニック,×,×
http://www.tochigiclinic-com,大田区山王2-19-8,月・火・木・金 9:30-18:00 土  9:30-12:30,143-0023,03-3777-7712,とちぎクリニック,×,×
https://ootorii-iin.or.jp,大田区西糀谷3-8-16,月・火・水・金 9:00-12:00 15:00-17:00木・土  9:00-12:00,144-0034,03-3741-0118,医療法人社団 高愛会 大鳥居医院,×,×
https://www.seijo-keikoclub.com/,世田谷区砧8-23-3,月・火・木 9:30-12:30 14:30-18:00金 9:30-12:30 土9:30-12:30 13:30-17:00,157-0073,03-5727-0878,医療法人社団鶴松会 成城松村クリニック,×,×
http://www.roseladiesclinic.jp,世田谷区等々力2-18-11,月~土 9:30-17:00,158-0082,03-3703-5511,医療法人社団 ローズレディースクリニック・2nd,×,×
,世田谷区上野毛3-23-22,月火金 11時から14時、15時から19時水 14時から19時土 11時から14時,158-0093,03-3702-5800,三宅宮コパレディースクリニック,×,×
https://persona-ladies.com/,世田谷区太子堂4-26-12 くらしの友三軒茶屋ビル5F,月・水・木・土 10:00-13:00 15:00-19:00火 16:00-20:00 日 9:00-13:00,154-0004,03-5779-4888,三軒茶屋ペルソナレディースクリニック,◯,×
,世田谷区経堂2-17-1,月・火・水・木・金・ど 9:00-12:00 14:30-19:00,156-0052,03-5477-0236,医療法人社団十進会 波平レディスクリニック,,
https://www.sanfujinka-navi.ne.jp/hospital.php?hid=46,世田谷区玉川田園調布1-8-1,火・木・金 9:00-12:00 14:00-16:0016:00-18:00(予約) 土  9:00-12:00,158-0085,03-3721-0611,藤田医院,×,×
www.nishina-clinic.com,世田谷区用賀4-5-20 アドバンス高荒2F,平日 10:00-19:00土   10:00-13:00,158-0097,03-5797-3247,医療法人社団ウィング にしなレディースクリニック,×,×
http://www.llyoga-lady.com,世田谷区上用賀3-8-11,平日 9:30-19:00,158-0098,03-5491-5137,用賀レディースクリニック,×,×
www.drnagais-clinic.com,世田谷区奥沢5-19-14,平日・土・日・祝 10:00-18:00予約制,158-0083,03-5731-9557,ナガイクリニック,◯,◯
http://merry-ladies-clinic.com/,世田谷区太子堂2-15-1 野村三軒茶屋ビル2F,平日 9:30-19:00土   9:00-12:30,154-0004,03-5433-1162,医療法人社団ひつじ会三軒茶屋メリーレディースクリニック,×,×
https://fujisawa-clinic.com/,世田谷区喜多見8-18-10 小泉ビル1F,平日 9:00-17:30土   9:00-12:00,157-0067,03-5727-1212,医療法人社団藤慶会 藤沢クリニック,×,×
https://www.seijo-mc.com/,世田谷区成城1-1-2,月・火・水・金 9:00-17:00土  9:00-12:30,157-0066,03-5727-5335,成城マタニティクリニック,×,×
https://kikuchisanfujinka.com/sp/index.html,世田谷区宮坂3-29-1,月・火・水・金 9:00-12:00 15:00-18:00土  9:00-12:00 13:00-14:00,156-0051,03-3420-0727,菊池産婦人科,×,×
www.kpmazawa-ic.com,世田谷区駒沢1-19-8 アーバネスト駒沢2F,月・火・水・木 9:00-12:00 15:00-19:00,154-0012,03-6805-2881,こまざわレディースクリニック,×,×
http://www.megumi-w-clinic.com,世田谷区宮坂3-13-6 すずらん会館202,"平日9:00-11:30,15:00-17:30,土曜 9:00-11:30",156-0051,03-5426-1177,めぐみウィメンズクリニック,×,×
https://www.sanfujin.com/,世田谷区北沢1-41-6,平日 9:00-16:00土   13:30-16:00,155-0031,03-3467-4608,池ノ上産婦人科,×,×
http://www.yoda-clinic.com/,世田谷区北沢2-26-3 小川ビル2階,月・火・木・金 10:00-12:30 14:00-17:00土 10:00-12:30 14:00-16:30(午後のみ予約制),155-0031,03-3469-0828,依田レディスクリニック,×,×
http://aoki-sanfujinka.jp,世田谷区赤堤5-30-15,月・火・水・金 9:00-11:45 15:00-17:45木・土 9:00-11:45,156-0044,03-3327-0702,医療法人社団 青木産婦人科医院,×,×
,世田谷区桜丘2-25-3,平日 10:00-18:00 土 10:00-12:00,156-0054,03-3706-8224,ユリクリニック,×,×
https://www.fuyukilc.or.jp,世田谷区深沢6-20-8,月・火・水・金 9:00-12:00 14:00-18:00木・土 9:00-12:00,158-0081,03-3701-5681,医療法人社団 冬城産婦人科医院,×,×
www.sekiguchi-clinic.net,世田谷区船橋1-16-1,月・火・木・金 8:30-17:30,156-0055,03-3429-4181,せきぐちクリニック,×,×
http://www.hiroo-ladies.com,渋谷区恵比寿1-12-1 CRD Ebisu-1st 5F,平日 10:00-13:00 14:30-19:00土   10:00-14:00,150-0013,03-5447-2900,広尾レディース,×,×
https://www.shibuya-bunkamuradori-ladies.jp/,渋谷区道玄坂2-23-12 フォンティスビル5階,月・水・木 10:00-13:00 15:0-19:00土・日   10:00-15:00,150-0043,03-5428-6118,医療法人社団雄秀会 渋谷文化村通りレディスクリニック,△,×
https://yoyogi-josei-45.com,渋谷区富ケ谷1-8-3 安達ビジネス・パーク・ビル4F,月・火・水・金 9:30-12:30 15:00-19:00土 9:30-14:00,151-0063,03-6804-8839,よよぎ女性診療所,×,×
https://www.mymc.jp,渋谷区宇田川町20-17 NMF渋谷公園通りビル5F,平日 9:00-12:00 13:00-16:30 18:00-20:15土 9:00-12:00 13:00-16:30,150-0042,03-6452-5100,医療法人社団霞山会 MYメディカルクリニック,×,×
https://www.shibuya-ladies.jp/,渋谷区渋谷1-7-7 住友不動産青山通ビル2F,平日・土・日・祝 9:30-19:00,150-0002,03-3346-1971,医療法人社団新宿レディースクリニック会 渋谷レディースクリニック,,
https://jlc.tokyo,渋谷区渋谷1-14-9 藤和宮益坂ビル10F,平日・土 11:00-14:00 16:00-20:00,150-0002,03-5778-3803,医療法人社団しらゆきジャスミンレディースクリニック渋谷,×,×
www.chielc.com,渋谷区西原3-13-16 パリス代々木上原2F,月・水 8:00-13:00 火・木 11:00-18:00金    8:00-11:00 隔週土 8:00-11:00,151-0066,03-5466-2277,千絵レディースクリニック代々木上原,×,×
,渋谷区恵比寿3-45-13,月・火・水・金 10:00-13:00 15:00-18:00木・土 15:00-18:00,150-0013,03-3441-9628,斉藤医院,×,×
https://www.kimura-ladies.com,渋谷区恵比寿西1-19-6,平日 8:50-10:30 13:50-17:30土  8:50-10:30,150-0021,03-3463-8832,医療法人社団 敬亮会 木村レディスクリニック,×,×
http://www.sinjuku-womens-clinic.com/,渋谷区代々木2-11-20 島津ビル3F,月・水・木 10:00-13:00 14:00:18:00火・金 10:00-13:00 14:00-19:00 土10:00-13:00,151-0053,03-3370-5719,医療法人社団 新宿ウイメンズクリニック,×,×
https://nishijima-lc.com/,渋谷区渋谷3-9-9東京建物渋谷ビル2階,月・火・木・金 9:00-11:30 14:00-17:00土  9:00-11:30,150-0002,03-3400-3637,医療法人社団健豊会 西島クリニック,×,×
www.kondou.clinic.com,渋谷区渋谷3-18-5 佐藤エステートビル新館5F,月・火・水・金 10:00-12:40 16:00-19:40木  16:00-19:40,150-0002,03-3400-4111,こんどうクリニック,,
http://scl.la.coocan.jp/,渋谷区笹塚3-58-18,月・火・金 9:30-12:30 16:00-18:30水 9:30-12:30 16:00-17:30 土 9:30-12:30,151-0073,03-3377-6633,篠原クリニック,×,×
,渋谷区笹塚1-30-3 ビラージュ笹塚3 4F,月・火・木・金 9:30-11:00 14:30-18:00土  9:30-11:00,151-0073,03-3481-0380,東クリニック,×,×
https://www.hisano-clinic.com/,渋谷区代々木2-1-1 新宿マインズタワー2階,平日・土  11:30-17:00,151-0053,03-3370-5906,医療法人社団ひさわ会 久野マインズタワークリニック,×,×
http://www.phoenix.gr.jp,渋谷区千駄ケ谷3-41-6,平日 9:00-18:00  土 9:00-13:00,151-0051,03-3478-3535,医療法人社団鳳凰会 フェニックスメディカルクリニック,×,×
,渋谷区猿楽町23-7,月・火・水・金・土 10:00-12:3014:30-17:30,150-0033,03-5458-0393,代官山レディースクリニック,×,×
https://tomokoclinic.com,渋谷区神宮前4-11-6 表参道千代田ビルB2F,月・水・木 9:30-17:00 金 14:0-17:00土 9:30-13:00 (不定休),150-0001,03-5771-3781,ともこレディースクリニック表参道,×,×
http://shibuyabashi-ladys.com/,渋谷区東3-15-12 第2アワヤビル2F,火・水・木 10:00-13:00 14:30-17:0018:00-21:00金・土   10:00-13:00 14:30-17:00,150-0011,03-3409-0609,渋谷橋レディースクリニック,×,×
,中野区東中野3-6-13,平日 8:00-12:00 15:00-19:00土   8:00-12:00 15:00-18:00,164-0003,03-3371-6730,酒井医院,×,×
,中野区南台2-18-10,月・火・木・金 9:00-12:00 15:00-18:00水・土     9:00-12:00,164-0014,03-3384-5255,白石医院,×,×
http://www.snwomen.net/,中野区本町4-48-23,月・火・木・金 10:00-12:30 15:00-19:00水・土      10:00-12:30,164-0012,03-3384-3281,医療法人社団千房会 新中野女性クリニック,×,×
http://www.nakano-med.or.jp,中野区中野2-14-17,月・火・木・金・土 9:00-12:00火・金 15:00-17:30,164-0001,03-3384-3555,山田医院,×,×
http://makino-shc.jp/,中野区本町2-46-1 サンブライトツイン3F,月・火・水・金 9:30-13:30 16:00-19:00木・土 9:30-13:30,164-0012,03-5350-3521,牧野産婦人科クリニック,×,×
www.keiko-clinic.net,渋谷区神宮前5-45-8 ノースアオヤマ2F,火・水・木・金 10:00-13:15 15:00-18:30土 10:00-16:00 事前予約,150-0001,03-5766-3367,医療法人社団 けい子レディースクリニック表参道,×,×
https://www.mediage-ladies.jp/,渋谷区神宮前5-51-8 ラ・ポルト青山7F,平日 11:00-20:00土・日・祝 11:00-20:00,150-0001,03-5464-6110,医療法人社団MEDIAGEメディアージュクリニック青山,◯,◯
www.terauchi-iin.com,中野区新井5-31-1,月・水・金 8:45-11:30 13:45-16:30木・金  8:45-11:30,165-0026,03-3386-2267,医療法人社団 寺内医院,×,×
,中野区上高田3-39-12,平日  9:00-12:00 15:00-18:00木・土  9:00-12:00,164-0002,03-3386-2525,野原産婦人科クリニック,×,×
,中野区新井1-37-3,月・火・水・金・土 9:00-12:00,165-0026,03-3386-3351,川勝医院,×,×
http://akagawaclinic.jp,杉並区上荻1-24-6,月・水i・木・金 9:00-12:00 15:00-18:00火・土  9:00-12:00,167-0043,03-3391-6694,医療法人社団赤恵会 赤川クリニック,,
,世田谷区大原1-53-1,平日 9:00-12:00 14:00-16:00土   9:00-12:00,156-0041,03-5454-8181,医療法人社団杉四会 杉山産婦人科,×,×
http://kawanishi-sanfu.jp/,杉並区下高井戸5-4-21,月・火・水・金・土 9:30-12:30火・水 14:30-18:30  月・金 14:30-17:00,168-0073,03-3304-3508,河西産婦人科皮膚科医院,×,×
,杉並区高円寺北2-35-13,月・水・金・土 8:30-11:30 火・木 18:00-19:00,166-0002,03-3338-6826,医療法人社団北嶺会 林医院,×,×
,杉並区高円寺北2-4-8,月・水・金 17:30-21:00,166-0002,03-3337-2723,市川クリニック,×,×
https://www.shimodaira-ladies.com/,杉並区高円寺南1-4-12,平日 8:45-18:00 土 8:45-14:00時間外は緊急電話にて対応可能,166-0003,03-5377-0834,医療法人社団碩和会 下平レディスクリニック,×,×
www.sugi-kubota.com/,杉並区高円寺北3-25-20 S・Kビル1階,平日 10:00-12:40土   10:00-12:30,166-0002,03-6265-5791,医療法人社団 窪田クリニック,×,×
https://www.atlas-ladies.com,杉並区高円寺北2-6-4 泉ビル3F,火・水・木・金 10:00-12:30 15:00-18:00土 10:00-13:30,166-0002,03-5327-6710,アトラスレディースクリニック,×,×
https://komichi-lc.jp/,杉並区荻窪5-27-5 中島第二ビル5F,月・火・木・金 9:00-12:00 15:00-19:00水 9:00-12:00 土  9:00-13:00,167-0051,03-5335-7575,こみちレディースクリニック,×,×
http://www.aoki-womens.com/,杉並区阿佐谷南1-48-10 高橋ビル3F,月・火・木・土 9:00-12:30 14:00-17:00金  9:00-12:30,166-0004,03-5305-3535,あおきウィメンズクリニック,×,×
http://www.rodoeisei.or.jp,杉並区高井戸東2-3-14,受付時間 平日 9:00-11:3014:00-15:00,168-0072,03-3331-6823,一般財団法人労働衛生協会 高井戸東健診クリニック,×,×
